manufacturer,scale,height,hero,theme,series,material,packaging,accessories,range_of_motion,type,dimensions
"ABYstyle
, Aquarius
, Bandai
, Banpresto
, Beast Kingdom
, Cerda
, Funko
, Hasbro
, Hot Toys
, Jada Toys
, Jakks Pacific
, Joy Toy
, Karacter Mania
, Loungefly
, Mattel
, McFarlane Toys
, Mezco Toys
, Moose Toys
, NECA
, Nacelle Company
, Nemesis Now
, Paladone Products
, Plastoy
, Pozostali
, Puckator
, Pyramid International
, The Carat Shop
, Widdop & Co
","1:16
, 1:18
, 1:24
, 1:32
, 1:35
, 1:6
","10
 cm, 11
 cm, 12
 cm, 13
 cm, 14
 cm, 15
 cm, 16
 cm, 17
 cm, 18
 cm, 21
 cm, 23
 cm, 25
 cm, 28
 cm, 4
 cm, 5
 cm, 6
 cm, 7
 cm, 8
 cm, 9
 cm","Aang, Adam Warlock, Aemond Targaryen, Agatha Harkness, Ahsoka Tano, Albus Dumbledore, Alfred Pennyworth, Alita, All Might, Anakin Skywalker, Angel, Annihilus, Aquaman, Aragorn, Asterix, Astra Militarum, Azula, Batman, Beast, Beetlejuice, Bellatrix Lestrange, Bingo, Bizarro, Black Adam, Black Bolt, Black Widow, Bluey, Bo-Katan Kryze, Boba Fett, Boromir, Boruto, Brainiac, Buggy, Bumblebee, Bumi, Captain Carter, Carnage, Catwoman, Chainsaw Man, Chewbacca, Chucky, Chun-Li, Cthulhu, Cyborg, Cyclops, Czkawka, Dabi, Daemon Targaryen, Daredevil, Darth Maul, Darth Vader, Deadpool, Deathstroke, Demogorgon, Denji, Doctor Doom, Doctor Strange, Donatello, Drax, Eddie the Head, Eevee, Emily (Gnijąca panna młoda), Flash, Franky, Freddie Mercury, Freddy Krueger, Gaara, Ginyu, Gizmo, Godzilla, Goku Black, Goofy, Green Goblin, Grogu, Groot, Gryffindor, Gyutaro, Han Solo, Harley Quinn, Harry Potter, Hedwiga, Hermiona Granger, Himiko Toga, Hitoshi Shinso, Hogwart, Homer Simpson, Hufflepuff, Hulk, Iceman, Ichigo Kurosaki, Idefix, Indiana Jones, Inosuke Hashibira, Inuyasha, Iron Man, Itachi Uchiha, Izuku Midoriya, Jack Skellington, Jango Fett, Jason, Jean Grey, Joker, Jubilee, Kaczor Daffy, Kaczor Donald, Kapitan Ameryka, Kasumi Miwa, Ken Kaneki, Kenpachi Zaraki, King Kong, Kitty Pryde, Królik Bugs, Ksenomorf, Księżniczka Leia, Kubuś Puchatek, Kurogiri, Kylo Ren, Kłapouchy, L Lawliet, Legolas, Lex Luthor, Lilo, Liu Kang, Loki, Lord Voldemort, Luffy, Luigi, Luna Lovegood, Lydia Deetz, Malfoy, Mandalorian, Mario, Marvin, Mephisto, Miles Morales, Mockingbird, Moff Gideon, Morty, Ms Marvel, Mystique, Myszka Mickey, Nami, Naruto, Nezuko Kamado, Nobara Kugisaki, Obelix, Orochimaru, Pac-Man, Pain, Peach, Pennywise, Piccolo, Pingwin, Pochita, Poison Ivy, Porunga, Pusheen, R2-D2, Raphael, Ravenclaw, Retsuko, Rick Sanchez, RoboCop (Alex Murphy), Ron Weasley, Roronoa Zoro, Roszpunka, Rubeus Hagrid, Sabine Wren, Saitama, Sakura Kinomoto, Sanji, Savage Opress, Scorpion, Severus Snape, She-Hulk, Shenron, Shota Aizawa, Skeletor, Slash (Saul Hudson), Slytherin, Sokół Millenium, Son Gohan, Son Goku, Sosuke Aizen, Spider-Gwen, Spider-Man, Stitch, Stormtrooper, Struś Pędziwiatr, Sub-zero, Suguru Geto, Suko, Supergirl, Superman, Sylvie Laufeydottir, Sylwester, Tanjiro Kamado, Tengen Uzui, Thanos, Thor, Thrawn, Toad, Tomura Shigaraki, Tony Tony Chopper, Tracer, Ultimate Mechamaru, Ultramarines, Uryu Ishida, Usopp, Vegeta, Venom, Wednesday Addams, Wolverine, Wonder Woman, X-men, Yami Sukehiro, Yennefer, Yoda, Yoruichi Shihoin, Yuno Grinberryall, Zgredek, Zielona Latarnia","Aggretsuko, Alien / Obcy, Animacje, Anime / Manga, Assassin's Creed, Avatar, Awatar: Legenda Aanga, Batman, Beetlejuice, Blizzard, Brooklyn 9-9, Buffy: Postrach wampirów, DC Comics, Disney, Dragon Ball, Dungeons & Dragons, Film / TV - Pozostałe, Futurama, Geek, Given, Godzilla, Gremliny, Gry - Pozostałe, Guardians of the Galaxy, Guns N’ Roses, Harry Potter / Fantastyczne Zwierzęta, Horror, Indiana Jones, Iron Maiden, Jurassic Park, Ku twej wieczności, League of Legends, Legend of Zelda, Marvel, Masters of the Universe, Minionki, Mortal Kombat, Muzyka, My Hero Academia, Nightmare Before Christmas, Nintendo, Pac-Man, Pogromcy Duchów, Powrót do przyszłości, Rick and Morty, Robocop, Rodzina Addamsów, Ród Smoka, Star Wars, Stranger Things, Street Fighter, Szybcy i wściekli, Teenage Mutant Ninja Turtles, Transformers, Warhammer, Wiedźmin, Władca Pierścieni & The Hobbit, Z Archiwum X","Batman Metal, Czarny Młot, DC Deluxe, DC Direct Super Powers, DC Odrodzenie, Doom Patrol, Hollywood Rides, Marvel Classic, Marvel Fresh, Marvel NOW!, Marvel NOW! 2.0, Movie Masterpiece, Nowe DC Comics, POP! Albums, POP! Animation, POP! Anime, POP! DC Comics, POP! Deluxe, POP! Disney, POP! Games, POP! Harry Potter, POP! Marvel, POP! Moment, POP! Movies, POP! Pocket Keychain, POP! Rides, POP! Rocks, POP! Star Wars, POP! TV Series, Uniwersum DC, Vintage Collection","Acryl
, Guma
, Metal
, PVC
, PVC i ABS
, PVC i metal
, Plastik
, Skóra PU
, Termoplastik
, Vinyl
","Bez opakowania
, Blister
, Folia
, Gift Box
, Pudełko kartonowe
, Pudełko z okienkiem
, Worek foliowy
","Brak
, Posiada
, Tylko podstawka
","Częściowo ruchoma
, Statyczna (brak punktów ruchu)
, W pełni ruchoma
","Brelok do kluczy, Figurka POP!, Figurka ruchoma, Gadżety do włosów, Karty do gry, Komiks, Model do złożenia, Model pojazdu, Okulary przeciwsłoneczne, Pluszowa maskotka, Portfel, Portmonetka, Zegar ścienny, Zegarek na rękę","10 cm wysokości (Chewbacca), 10 cm x 11 cm (zamknięty), 22,5 cm (otwarty), 109 x 24 x 24 cm, 11 x 10 x 3 cm (zamknięty), 28 x 11 x 3 cm (otwarty), 11 x 7 x 2 cm, 12 cm x 12 cm (zamknięty), 24 cm (otwarty), 12 x 12 x 2 cm, 12,5 cm, 13 x 4 x 13 cm, 13,5 x 2 x 10 cm, 15 x 8 x 8 cm, 19 x 10 x 2 cm, 20 x 16 x 56 cm, 22 cm średnicy, 23 cm długości, 23 x 38 cm, 25 cm (Sentinel) i 11 cm, 25 cm długości, 26 x 13 cm, 3 cm, 3,5 x 3,5 cm, 4 x 4 x 3 cm, 4,5 cm, 4,5 x 4 cm, 4,5 x 6 cm, 4,5 x 7 cm, 4.5 x 6 cm, 46 cm długości, 5,5 x 4 cm, 5,5 x 6 cm, 51 cm długości, 6 x 4 cm, 6 x 6 cm, 7 x 2.2 cm, 7,5 x 4 cm, 7,7 cm x 11 cm (zamknięty), 22 cm (otwarty), 8 x 11 x 3 cm, 8 x 15 x 8 cm, 8.5 x 7 x 11 cm, 9,5 cm x 11 cm (zamknięty), 9,5 cm x 11 cm (zamknięty), 22 cm (otwarty), Alfred Pennyworth - 18 cm, Batmobile - 79 cm, Batman - 18 cm, Batmobile - 56 cm, Długość 76 cm, Gokart: 10 cm, Toad: 5 cm, Gokart: 12 cm, Mario: 6 cm, Lucius Fox - 18 cm, Tumbler - 46 cm, Około 20 cm długości, Około 21 cm długości, Około 4,5 x 6 cm, Około 4,5 x 7 cm, Około 4,5x6 cm, Około 4,5x6 cm., Około 4.8 cm (wysokość) i 5.5 cm (długość), Około 62 cm długości, Około 7,5x15 cm., Około 79 cm długości, Wymiary portfela: 15 x 18 x 2 cm, Wysokość figurki Batman - 18 cm, Wysokość figurki Batman: 33 cm, wymiary Batcycle: 20 x 16 x 56 cm, Wysokość figurki Catwoman - 18 cm, około 17 cm, około 18 cm, Średnica 12 cm, Średnica 25 cm"
