product_id,active,name,category,price,on_sale,discount_amount,discount_percent,manufacturer,scale,height,hero,theme,series,material,packaging,accessories,range_of_motion,type,code,description,image_urls,dimensions
766,1,Pojazd DC Multiverse (Batman: White Knight) - Batmobile (Gold Label),15,502.90,0,,,"McFarlane Toys
",,,,Batman,,"Plastik
","Pudełko kartonowe
",,,Model pojazdu,787926151947,"Pojazd Bamobile Gold Label (Batman: White Knight) przygotowany i wydany przez cenionego producenta figurek kolekcjonerskich, firmę McFarlane Toys, który ma zaszczyt zaprezentować całą bogatą kolekcję gadżetów na bazie superbohaterów komiksów DC Comics.
Ten pojazd Batmana jest idealnie dostosowany skalą do figurek producenta, jego wymiary to około 51 cm długości a on sam charakteryzuje się wysoką jakością wykonania jak i malowania. Posiada ruchome elementy i otwierany kokpit. Dodatkowo w zestawie znajduje się karta z grafiką pojazdu oraz informacjami na odwrocie.
Całość została zapakowana w kartonowe pudełko z kolorową grafiką nawiązującą do tematyki. Może przez to stanowić zarówno doskonały prezent dla fana samej produkcji, jak i dla kolekcjonera figurek superbohaterów jako uzupełnienie jego kolekcji.
Figurka Batmana widoczna na zdjęciach nie jest częścią zestawu.","x_mcf15194_f.jpg,x_mcf15194_g.jpg,",51 cm długości
767,1,Model samochodu Knight Rider 1/24 - K.I.T.T. (Pontiac Firebird Trans-Am),15,190.00,0,,,"Jada Toys
","1:24
",,,Film / TV - Pozostałe,Hollywood Rides,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333065200,"Wykonany w skali 1:24 model samochodu K.I.T.T. (Pontiac Firebird Trans-Am), wzorowany dokładnie na pojeździe z serialu Nieustraszony.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Model został wykonany na pełnej licencji marki Knight Rider i jest wierną repliką samochodu z serialu. 
Pakowany jest w estetyczne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla dziecka i fana tytułu.","253255000_KnightRider-1.jpg,253255000_KnightRider-3.jpg,",
768,1,Figurka z pojazdem DC Multiverse (The Dark Knight Rises) - Catwoman & Batpod,15,462.99,0,,,"McFarlane Toys
",,,Catwoman,Batman,,"Plastik
","Pudełko kartonowe
","Posiada
","W pełni ruchoma
",Figurka ruchoma,787926157345,"Zestaw figurka z pojazdem Catwoman & Batpod, wyprodukowana przez cenionego producenta McFarlane Toys. Wzorowana bezpośrednio na filmie The Dark Knight Rises / Mroczny Rycerz powstaje opartym na komiksach od DC Comics. 
Figurka Catwoman mierzy około 18 cm wysokości i jest w pełni ruchoma. Sam pojazd Batpod jest idealnie dostosowany skalą do figurek producenta, charakteryzuje się wysoką jakością wykonania jak i malowania oraz posiada ruchome elementy. Dodatkowo w zestawie znajdują się dodatkowe działka do pojazdu, wymienne dłonie i podstawka dla Catwoman oraz kolekcjonerska karta z grafiką na przedzie wraz z informacjami o postaci na tyle.
Całość została zapakowana w pudełko kartonowe, z kolorową grafiką nawiązującą do tematyki. Może przez to stanowić zarówno doskonały prezent dla fana samej postaci, jak i dla kolekcjonera figurek superbohaterów jako uzupełnienie jego kolekcji.","x_mcf15734_c.jpg,x_mcf15734_b.jpg,",Wysokość figurki Catwoman - 18 cm
769,1,Figurka z pojazdem DC Multiverse (The Dark Knight) - Lucius Fox & Tumbler (Gold Label),15,562.90,0,,,"McFarlane Toys
",,"18
 cm",,Batman,,"Plastik
","Pudełko kartonowe
","Posiada
","W pełni ruchoma
",Figurka ruchoma,787926151930,"Zestaw figurka z pojazdem Lucius Fox & Tumbler (Gold Label), wyprodukowany przez cenionego producenta McFarlane Toys. Wzorowany bezpośrednio na filmie The Dark Knight / Mroczny Rycerz opartym na komiksach od DC Comics.
Figurka Lucius Fox mierzy około 18 cm wysokości i jest w pełni ruchoma. Sam pojazd Tumbler mierzy około 46 cm długości i jest idealnie dostosowany skalą do figurek producenta. Charakteryzuje się wysoką jakością wykonania jak i malowania. Posiada ruchome elementy oraz otwierany kokpit. Dodatkowo w zestawie znajdują się podstawka i dodatkowe akcesoria dla Luciusa a także kolekcjonerska karta z grafiką na przedzie, wraz z informacjami na odwrocie.
Całość została zapakowana w pudełko kartonowe, z kolorową grafiką nawiązującą do tematyki. Może przez to stanowić zarówno doskonały prezent dla fana pojazdu, jak i dla kolekcjonera figurek postaci ze świata DC Comics.","x_mcf15193.jpg,x_mcf15193_a.jpg,","Lucius Fox - 18 cm, Tumbler - 46 cm"
770,1,Tajemniczy mini model samochodu Fast & Furious / Szybcy i Wściekli Nano Hollywood Rides,15,19.90,0,,,"Jada Toys
",,,,Szybcy i wściekli,,"Metal
","Worek foliowy
",,,Model pojazdu,4006333089770,"Produktem jest tajemniczy mini model samochodu Fast & Furious / Szybcy i Wściekli Nano Hollywood Rides. Wzorowany jest na jednym z niesamowitych pojazdów znanych już z kultowej serii filmowej Szybcy i Wściekli. Wykonany został z materiału diecast i mierzy około 4 cm.
Może się sprawdzić jako idealny prezent dla każdego fana serii, jak i być świetnym uzupełnieniem zbioru kolekcjonera znanych pojazdów.
UWAGA: Produktem jest losowy model. Nie ma możliwości wybrania danego samochodu jako że są pakowane w woreczki foliowe bez możliwości zajrzenia do środka.","1_za7c-bk.jpg,2_2d8v-a1.jpg,",
771,1,Figurka z pojazdem DC Multiverse (Batman 1989) - Batman z Batmobilem (Gold Label),15,383.90,0,,,"McFarlane Toys
",,"18
 cm",Batman,Batman,,"Plastik
","Pudełko kartonowe
","Posiada
","W pełni ruchoma
",Figurka ruchoma,10787926170914,"Zestaw figurka z pojazdem Batman i Batmobile (Gold Label), wyprodukowany przez cenionego producenta McFarlane Toys. Wzorowany bezpośrednio na filmie Batman Tima Burtona z 1989 roku opartym na komiksach od DC Comics.
Figurka Batman mierzy około 18 cm wysokości i jest w pełni ruchoma. Sam pojazd Batmobile mierzy około 56 cm długości i jest idealnie dostosowany skalą do figurek producenta. Charakteryzuje się wysoką jakością wykonania jak i malowania. Posiada ruchome elementy, zdejmowane tylne skrzydła oraz otwierany kokpit. Dodatkowo w zestawie znajduje się kolekcjonerska karta z grafiką na przedzie, wraz z informacjami na odwrocie.
Całość została zapakowana w pudełko kartonowe, z kolorową grafiką nawiązującą do tematyki. Może przez to stanowić zarówno doskonały prezent dla fana pojazdu, jak i dla kolekcjonera figurek postaci ze świata DC Comics.","x_mcf17091.jpg,x_mcf17091_a.jpg,","Batman - 18 cm, Batmobile - 56 cm"
772,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - Hans's Mazda RX-7,15,121.90,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333070792,"Wykonany w skali 1:24 model samochodu Mazdy RX-7 należącego do Hana, wzorowany dokładnie na jednym z niesamowitych pojazdów znanych z wręcz już kultowej serii Fast & Furious / Szybcy i wściekli.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla fana produkcji.","1_a117-u8.jpeg,",
773,1,Model samochodu The Batman 1/24 Batmobile (Wraz z figurką Batman),15,139.90,0,,,"Jada Toys
","1:24
",,Batman,Batman,Hollywood Rides,,"Pudełko z okienkiem
",,,Model pojazdu,4006333080258,"Wykonany w skali 1:24 model samochodu Batmobile, wzorowany dokładnie na pojeździe znanym z filmu The Batman opartym na komiksach wydawnictwa DC Comics.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
W zestawie z tym modelem znalazła się dodatkowo mini figurka Batmana. Superbohater ten ma jednak jedynie funkcję ekspozycyjną i nie można jej umieścić w pojeździe. Jest statyczna, nie posiada punktów ruchów, a jej celem jest jedynie ekspozycja przy modelu, nadając temu jeszcze więcej estetyki.
Pakowany jest w estetyczne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla dziecka i fana superbohaterów.","4006333080258.jpg,4006333080258-1.jpg,",
774,1,Model statku One Piece Chogokin - Going Merry (One Piece 25th Anniversary Memorial Edition),15,1189.90,0,,,"Bandai
",,"28
 cm",Luffy,Anime / Manga,,"PVC i ABS
","Pudełko kartonowe
","Posiada
","Statyczna (brak punktów ruchu)
",Model pojazdu,4573102666277,"Model statku Going Merry (One Piece 25th Anniversary Memorial Edition), wzorowany jest bezpośrednio na anime One Piece. Pochodzi z serii produktów Chokogin i został wyprodukowany przez cenionego producenta Bandai Tamashii Nations. Model został wydany z okazji 25-lecia istnienia tej znakomitej serii.
Model charakteryzuje się wysoką jakością wykonania, bogatymi detalami oraz pięknym malowaniem. Wykonany został z materiałów PVC, ABS i diecast a jego wysokość to około 28 cm. W zestawie znajdują się dodatkowe akcesoria. Znajdziemy tu m.in. wymienną przednią część statku, dzięki której możemy przedstawić statek w jego zniszczonej formie, wymienny żagiel, mini figurkę Klabaternika z podstawką, 11 mini figurek Załogi Słomkowego Kapelusza z dołączonymi podstawkami w formie szalup na wodzie, oraz oczywiście podstawkę pod model.","x_btn666277.jpg,x_btn666277_a.jpg,",
775,1,Model samochodu Ghostbusters / Pogromcy Duchów Plasma Series - Ecto-1 (1984),15,319.00,0,,,"Hasbro
","1:18
",,,Film / TV - Pozostałe,,"Plastik
","Pudełko kartonowe
","Posiada
",,Model pojazdu,5010996217080,"Wykonany w skali 1:18 model samochodu Ecto-1, wzorowany dokładnie na pojeździe z filmu Pogromcy Duchów.
Przygotowany został przez firmę Hasbro i pochodzi z linii produktów Plasma Series. Charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Posiada ruchome koła, otwierane drzwi, bagażnik oraz wysuwane nosze. Model został wykonany na pełnej licencji marki Ghost Busters i jest wierną repliką samochodu z serialu. 
Pakowany jest w estetyczne pudełko kartonowe, z grafikami nawiązującymi do tematyki, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla dziecka i fana tytułu.","x_hasf9873_l.jpg,x_hasf9873.jpg,",
776,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - Brian's Nissan GT-R (R35),15,133.90,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333083259,"Wykonany w skali 1:24 model samochodu Brian's Nissan GT-R (R35), wzorowany dokładnie na jednym z niesamowitych pojazdów znanych z wręcz już kultowej serii Fast & Furious / Szybcy i wściekli.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","1_zo7c-0n.webp,2_ofxq-n0.jpg,",
777,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - Lamborghini Gallardo Superleggera,15,140.90,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333074202,"Wykonany w skali 1:24 model samochodu Lamborghini Gallardo Superleggera, wzorowany dokładnie na jednym z niesamowitych pojazdów znanych z wręcz już kultowej serii Fast & Furious / Szybcy i wściekli.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","1_1zts-co.jpg,2_p4vo-3w.jpg,",
778,1,Pojazd Biker Mice From Mars / Motomyszy z Marsa - Modo's Mondo Chopper,15,310.90,0,,,"Nacelle Company
",,,,Film / TV - Pozostałe,,"Plastik
","Pudełko z okienkiem
","Posiada
","Statyczna (brak punktów ruchu)
",Model pojazdu,850048317161,"Model pojazdu Modo's Mondo Chopper stworzony przez producenta Nacelle Company, wzorowany na motorze którym posługiwał się bohater z serialu animowanego Motomyszy z Marsa.
Pojazd mierzy około 25 cm długości i charakteryzuje się wysoką estetyką wykonania oraz ładnym malowaniem. Posiada podświetlenie LED przedniej lampy zasilane baterią LR44 (brak w zestawie). Ponadto w zestawie znajdują się dodatkowe akcesoria m.in podstawka w formie dymu z pod tylnej opony, płomienie mocowane do wydechu i przednie działo. Model idealnie pasuje skalą do figurek Motomyszy od tego samego producenta, dzięki czemu możemy go fajnie wyeksponować z figurkami bohaterów produkcji.
Figurka Modo sprzedawana oddzielnie.","x_nac-1-mbike-or-24.jpg,x_nac-1-mbike-or-24_c.jpg,",25 cm długości
779,1,Pojazd Biker Mice From Mars / Motomyszy z Marsa - Vinnie's Radical Rocket Sled,15,310.90,0,,,"Nacelle Company
",,,,Film / TV - Pozostałe,,"Plastik
","Pudełko z okienkiem
","Posiada
","Statyczna (brak punktów ruchu)
",Model pojazdu,850048317185,"Model pojazdu Vinnie's Radical Rocket Sled stworzony przez producenta Nacelle Company, wzorowany na motorze którym posługiwał się bohater z serialu animowanego Motomyszy z Marsa.
Pojazd mierzy około 25 cm długości i charakteryzuje się wysoką estetyką wykonania oraz ładnym malowaniem. Posiada podświetlenie LED przedniej lampy i deski rozdzielczej zasilane baterią LR44 (brak w zestawie). Ponadto w zestawie znajdują się dodatkowe akcesoria m.in podstawka w formie dymu z pod tylnej opony, płomienie mocowane do wydechu, przednie działo laserowe i tylne lusterko. Model idealnie pasuje skalą do figurek Motomyszy od tego samego producenta, dzięki czemu możemy go fajnie wyeksponować z figurkami bohaterów produkcji.
Figurka Vinnie sprzedawana oddzielnie.","x_nac-1-vbike-or-24_a.jpg,x_nac-1-vbike-or-24.jpg,",25 cm długości
780,1,Pojazd Biker Mice From Mars / Motomyszy z Marsa - Throttle's Martian Monster Bike,15,310.90,0,,,"Nacelle Company
",,,,Film / TV - Pozostałe,,"Plastik
","Pudełko z okienkiem
","Posiada
","Statyczna (brak punktów ruchu)
",Model pojazdu,850048317178,"Model pojazdu Throttle's Martian Monster Bike stworzony przez producenta Nacelle Company, wzorowany na motorze którym posługiwał się bohater z serialu animowanego Motomyszy z Marsa.
Pojazd mierzy około 23 cm długości i charakteryzuje się wysoką estetyką wykonania oraz ładnym malowaniem. Posiada podświetlenie LED przedniej i tylnej lampy zasilane baterią LR44 (brak w zestawie). Ponadto w zestawie znajdują się dodatkowe akcesoria m.in podstawka w formie dymu z pod tylnej opony, płomienie mocowane do wydechu, przednie działo i 2 rakiety. Model idealnie pasuje skalą do figurek Motomyszy od tego samego producenta, dzięki czemu możemy go fajnie wyeksponować z figurkami bohaterów produkcji.
Figurka Throttle sprzedawana oddzielnie.","x_nac-1-tbike-or-24.jpg,x_nac-1-tbike-or-24_c.jpg,",23 cm długości
781,1,Pojazd Batman: The Animated Series 5 Points Batmobile,15,258.90,0,,,"Mezco Toys
",,,,Batman,,"PVC
","Pudełko kartonowe
","Brak
","Częściowo ruchoma
",Model pojazdu,696198181654,"Pojazd 5 Points Batmobile, wyprodukowana przez cenioną markę Mezco Toys. Wzorowany bezpośrednio na serialu animowanym osadzonym w świecie DC Comics Batman: The Animated Series
Pojazd został wykonany z PVC i posiada ruchome koła, rozsuwany dach oraz efekt ognia który można przymocować do tylnego silnika. Pakowany jest w estetyczne kolekcjonerskie pudełko, z grafikami nawiązującymi do tematyki.
Figurki widoczne na zdjęciach nie są częścią zestawu.","1_4dab-rn.jpg,2_gy70-h4.jpg,",
782,1,Pojazd z figurką Warhammer 40k 1/18 - Astra Militarum Cadian Armoured Sentinel,15,632.50,0,,,"Joy Toy
","1:18
",,Astra Militarum,Warhammer,,"PVC i ABS
","Pudełko kartonowe
","Posiada
","W pełni ruchoma
",Figurka ruchoma,6973130378940,"Kolekcjonerskie figurki Warhammer 40k dla fanów gier
Pojazd z figurką Warhammer 40k Astra Militarum Cadian Armoured Sentinel o wysokości około 25 cm (Sentinel) i 11 cm skala 1:18. Wzorowane są na  tej niezwykle popularnej grze RPG. Zostały przygotowana i wydana przez cenionego producenta figurek kolekcjonerskich, firmę Joy Toy.
Figurka jest w pełni ruchoma, a w zestawie z nią znalazły się dodatkowe akcesoria dla postaci. Charakteryzują się wysoką ilością detali i bardzo ładnym malowaniem. Były tworzone bezpośrednio na materiałach z samej gry we współpracy z wydawcą, dzięki czemu bez problemu można odtwarzać najważniejsze bitwy znane z tego niesamowitego uniwersum.
Zapakowane zostały w bardzo estetyczne pudełko kartonowe. Mogą przez to stanowić zarówno doskonały prezent dla fana tytułu, jak i dla kolekcjonera figurek z gier jako uzupełnienie jego kolekcji.","1_sqql-ez.jpg,2_ph1w-xy.webp,",25 cm (Sentinel) i 11 cm
783,1,Model samochodu Lilo i Stitch 1/32 - Volkswagen Beetle (wraz z figurką Stitch),15,59.90,0,,,"Jada Toys
","1:32
",,Stitch,Disney,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333081224,"Wykonany w skali 1:32 model samochodu 1959 Volkswagen Beetle, wzorowany dokładnie na kultowym samochodzie w charakterystycznych barwach nawiązujących do postaci z filmu animowanego Lilo i Stitch.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Drzwi samochodu są otwierane, co daje możliwość zajrzeć do środka.
W zestawie z pojazdem dodatkowo znajduje się mini figurka Stitcha. Ma ona jednak jedynie funkcję ekspozycyjną i nie można jej umieścić w pojeździe. Jest statyczna, nie posiada punktów ruchów, a jej celem jest jedynie ekspozycja przy modelu, nadając mu jeszcze więcej estetyki.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","1_4ryl-g6.webp,",
784,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - Toyota Supra 1995 (wraz z figurką Brian O'Conner),15,189.00,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333064227,"Wykonany w skali 1:24 model samochodu Toyota Supra 1995, wzorowany dokładnie na samochodzie z kultowej już serii filmowej Fast & Furious / Szybcy i wściekli.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Drzwi samochodu są otwierane, co daje możliwość zajrzeć do środka.
W zestawie z pojazdem dodatkowo znajduje się mini figurka Briana O'Connera. Ma ona jednak jedynie funkcję ekspozycyjną i nie można jej umieścić w pojeździe. Jest statyczna, nie posiada punktów ruchów, a jej celem jest jedynie ekspozycja przy modelu, nadając mu jeszcze więcej estetyki.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","7_6xgu-4u.jpg,1_yiub-8g.jpg,",
785,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - 2020 Jeep Gladiator,15,152.90,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333070532,"Wykonany w skali 1:24 model samochodu 2020 Jeep Gladiator, wzorowany dokładnie na jednym z niesamowitych pojazdów znanych z wręcz już kultowej serii Fast & Furious / Szybcy i wściekli.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","1_ciqr-sv.jpg,3_vcbc-u0.jpg,",
786,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - McLaren 720S,15,121.90,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333068577,,"1_38zp-g1.jpg,2_rx7q-3u.jpg,",
787,1,Figurka z pojazdem DC Multiverse (The Batman Who Laughs) - Batman i Bat-Raptor,15,142.00,1,48.00,25,"McFarlane Toys
",,,Batman,Batman,,"Plastik
","Pudełko z okienkiem
","Brak
","W pełni ruchoma
",Figurka ruchoma,787926150674,"Zestaw figurka z pojazdem Batman i Bat-Raptor, wyprodukowana przez cenionego producenta McFarlane Toys. Wzorowana bezpośrednio na wizerunku Mrocznego Rycerza i jego pojazdu z serii komiksów The Batman Who Laughs od DC Comics. 
Figurka Batmana mierzy około 18 cm wysokości i jest w pełni ruchoma. Sam pojazd Bat-Raptor jest idealnie dostosowany skalą do figurek producenta, charakteryzuje się wysoką jakością wykonania jak i malowania oraz posiada ruchome elementy.
Całość została zapakowana w pudełko z okienkiem oraz kolorową grafiką nawiązującą do tematyki. Może przez to stanowić zarówno doskonały prezent dla fana samej postaci, jak i dla kolekcjonera figurek superbohaterów jako uzupełnienie jego kolekcji.","x_mcf15067.jpg,x_mcf15067_a.jpg,",Wysokość figurki Batman - 18 cm
788,1,Model samochodu Transformers: The Last Knight 1/32 - 2016 Chevrolet Camaro Bumblebee,15,53.90,0,,,"Jada Toys
","1:32
",,Bumblebee,Transformers,Hollywood Rides,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333065392,"Wykonany w skali 1:32 model samochodu 2016 Chevrolet Camaro Bumblebee, wzorowany dokładnie na pojeździe w który przemieniał się autobot Bumblebee w filmie Transformers: Ostatni rycerz.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka. Model został wykonany na pełnej licencji marki Transformers i jest wierną repliką samochodu z serii. 
Pakowany jest w estetyczne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla dziecka i fana tytułu.","3_r8kq-zf.webp,4_8ywn-yj.webp,",
789,1,Model samochodu Naruto 1/24 - 2009 Nissan GT-R (wraz z figurką Naruto),15,90.00,1,69.90,44,"Jada Toys
","1:24
",,Naruto,Anime / Manga,Hollywood Rides,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333084553,"Wykonany w skali 1:24 model samochodu 2009 Nissan GT-R, wzorowany dokładnie na kultowym samochodzie i pomalowany w charakterystyczne barwy tytułowego bohatera anime oraz mangi Naruto.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
W zestawie z pojazdem dodatkowo znajduje się mini figurka Naruto. Ma ona jednak jedynie funkcję ekspozycyjną i nie można jej umieścić w pojeździe. Jest statyczna, nie posiada punktów ruchów, a jej celem jest jedynie ekspozycja przy modelu, nadając mu jeszcze więcej estetyki.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","1_c7ki-m8.jpg,2_s9p9-r4.jpg,",
790,1,Model samochodu Back to the Future II Hollywood Rides 1/32 - DeLorean Time Machine,15,42.00,0,,,"Jada Toys
","1:32
",,,Powrót do przyszłości,Hollywood Rides,,"Pudełko z okienkiem
",,,Model pojazdu,4006333068683,"Wykonany w skali 1:32 model samochodu DeLorean Time Machine, wzorowany dokładnie na pojeździe z filmu Back to the Future II / Powrót do przyszłości 2.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Model został wykonany na pełnej licencji marki Powrót do przyszłości i jest wierną repliką kultowego samochodu z filmu. 
Pakowany jest w estetyczne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla dziecka i fana przygód Marty McFly i naukowca Emmett Brown.","x_jada30541.jpg,x_jada30541_a.jpg,",
791,1,Model samochodu Transformers: Rise of the Beasts 1/32 - 1977 Chevrolet Camaro Bumblebee,15,35.00,1,18.90,35,"Jada Toys
","1:32
",,Bumblebee,Transformers,Hollywood Rides,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333084386,"Wykonany w skali 1:32 model samochodu 1977 Chevrolet Camaro Bumblebee, wzorowany dokładnie na formie pojazdu Autobota Bumblebee z filmu Transformers: Rise of the Beasts / Przebudzenie bestii.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka. Model został wykonany na pełnej licencji marki Transfomers i jest wierną repliką samochodu z filmu. 
Pakowany jest w estetyczne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent dla dziecka i fana tytułu.","1_gh4b-th.webp,2_jqt4-bf.png,",
792,1,Model samochodu Fast & Furious / Szybcy i wściekli 1/24 - Chevrolet El Camino 1967,15,141.90,0,,,"Jada Toys
","1:24
",,,Szybcy i wściekli,,"Metal
","Pudełko z okienkiem
",,,Model pojazdu,4006333084263,"Wykonany w skali 1:24 model samochodu Chevrolet El Camino 1967, wzorowany dokładnie na jednym z niesamowitych pojazdów znanych z wręcz już kultowej serii Fast&Furious / Szybcy i wściekli.
Przygotowany został przez firmę Jada Toys i charakteryzuje się bardzo estetycznym wykonaniem. Posiada dużą ilość detali, zarówno wewnątrz jak i na zewnątrz. Wnętrze samochodu jest otwierane, co daje możliwość zajrzeć do środka.
Pakowany jest w schludne pudełko z okienkiem, dzięki czemu idealnie może się sprawdzić dla kolekcjonerów, jak i również na prezent fana produkcji.","4006333084263.jpg,4006333084263-5.jpg,",Około 20 cm długości
793,1,Pojazd DC Retro Batman 66 - Batcycle with Side Car,15,90.00,1,58.90,40,"McFarlane Toys
",,,,Batman,,"Plastik
","Pudełko z okienkiem
",,,Figurka ruchoma,787926157093,"Kolekcjonerski pojazd DC Comics dla fanów superbohaterów
Pojazd DC Retro Batman 66 - Batcycle with Side Car, pasujący do figurek 15 cm od tego samego producenta. Został przygotowany  i wydany przez cenionego producenta figurek kolekcjonerskich, firmę McFarlane Toys, która ma zaszczyt zaprezentować całą bogatą kolekcję figurek jak i gadżetów na bazie komiksów wydawnictwa DC Comics.
Całość została zapakowana w bardzo estetyczne pudełko typu blister ozdobione kolorową grafiką nawiązującą do tematyki. Może przez to stanowić zarówno doskonały prezent dla fana samej produkcji, jak i dla kolekcjonera figurek superbohaterów, jako uzupełnienie jego kolekcji.
Cechy charakterystyczne pojazdu Batman 66 - Batcycle with Side Car
Niesamowicie szczegółowy pojazd oparty na modelu z uniwersum DC ComicsEstetyczne opakowanie ozdobione grafikami nawiązującymi do produkcji z lat 60'Dodatkowe akcesoria w zestawie","x_mcf15709.jpg,x_mcf15709_a.jpg,",
